taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note,sample
RCOV_060_SW1,B.1.1.220,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,RCOV_060
5COV_056_SW7_S93_L002,B.1.1,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,5COV_056
KFU_COV_129_S64_L001,B.1.1.274,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,KFU_129
FCOV_005_SW1_S19_L001,B.1.1,0,0.999895266024298,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,FCOV_005
IG_61,B.1.1,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,IG_61
75204_S27,B.1.1,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,75204
2KFUCOV_41_S112_L002,B.1.1.446,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,2KFU_COV_41
5COV_079_SW1_S58_L002,B.1.1.194,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,5COV_079
5COV_079_SW7_S105_L002,B.1.1.486,0,0.999921960355861,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,5COV_079
KFU_COV_73_S47_L001,B.1.1,0,0.999904666571333,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,KFU_73
IR6844_S12,B.1.1,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,6844
RCOV_012_SW1_S61,B.1,0,1,NA,NA,NA,PLEARN-v1.2.6,3.0.3,2021-05-27,v1.2.6,passed_qc,,RCOV_012
